"Game_id","Year","Game_Type","Week","Date_Time","Favorite","Fav_id","Fav_abv","Underdog","Dog_id","Dog_abv","Line","Total","Fav_Home","Dog_Home","DATE","TIME","DATETIME","Season_id","W_id","L_id","PtsW","PtsL"
"20060205_27_29",2006,"post","SB","2/5 6:18 ET","Pittsburgh",27,"PIT","Seattle",29,"SEA",-4,47,"N","N",2006-02-05,"6:18 PM",2006-02-05 18:18:00,"2005","27","29",21,10
"20060907_19_27",2006,"reg","1","9/7 8:30 ET","Pittsburgh",27,"PIT","Miami",19,"MIA",-1.5,34,"Y","N",2006-09-07,"8:30 PM",2006-09-07 20:30:00,"2006","27","19",28,17
"20060910_1_28",2006,"reg","1","9/10 4:15 ET","Arizona",1,"ARI","San Francisco",28,"SF",-9.5,43.5,"Y","N",2006-09-10,"4:15 PM",2006-09-10 16:15:00,"2006","1","28",34,27
"20060910_10_18",2006,"reg","1","9/10 1:00 ET","Denver",10,"DEN","St. Louis",18,"LAR",-3.5,45.5,"N","Y",2006-09-10,"1:00 PM",2006-09-10 13:00:00,"2006","18","10",18,10
"20060910_11_29",2006,"reg","1","9/10 1:00 ET","Seattle",29,"SEA","Detroit",11,"DET",-6,44,"N","Y",2006-09-10,"1:00 PM",2006-09-10 13:00:00,"2006","29","11",9,6
"20060910_13_26",2006,"reg","1","9/10 1:00 ET","Philadelphia",26,"PHI","Houston",13,"HOU",-6,38,"N","Y",2006-09-10,"1:00 PM",2006-09-10 13:00:00,"2006","26","13",24,10
"20060910_14_23",2006,"reg","1","9/10 8:15 ET","Indianapolis",14,"IND","NY Giants",23,"NYG",-3,48,"N","Y",2006-09-10,"8:15 PM",2006-09-10 20:15:00,"2006","14","23",26,21
"20060910_2_5",2006,"reg","1","9/10 1:00 ET","Carolina",5,"CAR","Atlanta",2,"ATL",-4.5,38.5,"Y","N",2006-09-10,"1:00 PM",2006-09-10 13:00:00,"2006","2","5",20,6
"20060910_24_31",2006,"reg","1","9/10 1:00 ET","Tennessee",31,"TEN","NY Jets",24,"NYJ",-3,35.5,"Y","N",2006-09-10,"1:00 PM",2006-09-10 13:00:00,"2006","24","31",23,16
"20060910_3_30",2006,"reg","1","9/10 1:00 ET","Tampa Bay",30,"TB","Baltimore",3,"BAL",-3,33.5,"Y","N",2006-09-10,"1:00 PM",2006-09-10 13:00:00,"2006","3","30",27,0
"20060910_4_21",2006,"reg","1","9/10 1:00 ET","New England",21,"NE","Buffalo",4,"BUF",-9.5,41,"Y","N",2006-09-10,"1:00 PM",2006-09-10 13:00:00,"2006","21","4",19,17
"20060910_6_12",2006,"reg","1","9/10 4:15 ET","Chicago",6,"CHI","Green Bay",12,"GB",-3.5,34.5,"N","Y",2006-09-10,"4:15 PM",2006-09-10 16:15:00,"2006","6","12",26,0
"20060910_7_16",2006,"reg","1","9/10 1:00 ET","Kansas City",16,"KC","Cincinnati",7,"CIN",-1,48.5,"Y","N",2006-09-10,"1:00 PM",2006-09-10 13:00:00,"2006","7","16",23,10
"20060910_8_22",2006,"reg","1","9/10 1:00 ET","Cleveland",8,"CLE","New Orleans",22,"NO",-3,36.5,"Y","N",2006-09-10,"1:00 PM",2006-09-10 13:00:00,"2006","22","8",19,14
"20060910_9_15",2006,"reg","1","9/10 4:15 ET","Dallas",9,"DAL","Jacksonville",15,"JAX",-2,36.5,"N","Y",2006-09-10,"4:15 PM",2006-09-10 16:15:00,"2006","15","9",24,17
"20060911_17_25",2006,"reg","1","9/11 10:15 ET","San Diego",17,"LAC","Oakland",25,"OAK",-3,42,"N","Y",2006-09-11,"10:15 PM",2006-09-11 22:15:00,"2006","17","25",27,0
"20060911_20_32",2006,"reg","1","9/11 7:00 ET","Washington",32,"WAS","Minnesota",20,"MIN",-4,36,"Y","N",2006-09-11,"7:00 PM",2006-09-11 19:00:00,"2006","20","32",19,16
"20060917_1_29",2006,"reg","2","9/17 4:05 ET","Seattle",29,"SEA","Arizona",1,"ARI",-7,47,"Y","N",2006-09-17,"4:05 PM",2006-09-17 16:05:00,"2006","29","1",21,10
"20060917_10_16",2006,"reg","2","9/17 4:15 ET","Denver",10,"DEN","Kansas City",16,"KC",-10.5,38.5,"Y","N",2006-09-17,"4:15 PM",2006-09-17 16:15:00,"2006","10","16",9,6
"20060917_12_22",2006,"reg","2","9/17 1:00 ET","New Orleans",22,"NO","Green Bay",12,"GB",-1.5,39.5,"N","Y",2006-09-17,"1:00 PM",2006-09-17 13:00:00,"2006","22","12",34,27
"20060917_13_14",2006,"reg","2","9/17 1:00 ET","Indianapolis",14,"IND","Houston",13,"HOU",-12.5,47.5,"Y","N",2006-09-17,"1:00 PM",2006-09-17 13:00:00,"2006","14","13",43,24
"20060917_17_31",2006,"reg","2","9/17 4:15 ET","San Diego",17,"LAC","Tennessee",31,"TEN",-11.5,38,"Y","N",2006-09-17,"4:15 PM",2006-09-17 16:15:00,"2006","17","31",40,7
"20060917_18_28",2006,"reg","2","9/17 4:05 ET","St. Louis",18,"LAR","San Francisco",28,"SF",-3,43.5,"N","Y",2006-09-17,"4:05 PM",2006-09-17 16:05:00,"2006","28","18",20,13
"20060917_2_30",2006,"reg","2","9/17 1:00 ET","Atlanta",2,"ATL","Tampa Bay",30,"TB",-4.5,35,"Y","N",2006-09-17,"1:00 PM",2006-09-17 13:00:00,"2006","2","30",14,3
"20060917_21_24",2006,"reg","2","9/17 4:15 ET","New England",21,"NE","NY Jets",24,"NYJ",-6,37.5,"N","Y",2006-09-17,"4:15 PM",2006-09-17 16:15:00,"2006","21","24",24,17
"20060917_23_26",2006,"reg","2","9/17 1:00 ET","Philadelphia",26,"PHI","NY Giants",23,"NYG",-2.5,42,"Y","N",2006-09-17,"1:00 PM",2006-09-17 13:00:00,"2006","23","26",30,24
"20060917_3_25",2006,"reg","2","9/17 1:00 ET","Baltimore",3,"BAL","Oakland",25,"OAK",-13,34,"Y","N",2006-09-17,"1:00 PM",2006-09-17 13:00:00,"2006","3","25",28,6
"20060917_4_19",2006,"reg","2","9/17 1:00 ET","Miami",19,"MIA","Buffalo",4,"BUF",-6.5,37,"Y","N",2006-09-17,"1:00 PM",2006-09-17 13:00:00,"2006","4","19",16,6
"20060917_5_20",2006,"reg","2","9/17 1:00 ET","Minnesota",20,"MIN","Carolina",5,"CAR",-2,37,"Y","N",2006-09-17,"1:00 PM",2006-09-17 13:00:00,"2006","20","5",16,13
"20060917_6_11",2006,"reg","2","9/17 1:00 ET","Chicago",6,"CHI","Detroit",11,"DET",-7.5,32,"Y","N",2006-09-17,"1:00 PM",2006-09-17 13:00:00,"2006","6","11",34,7
"20060917_7_8",2006,"reg","2","9/17 1:00 ET","Cincinnati",7,"CIN","Cleveland",8,"CLE",-10,40.5,"Y","N",2006-09-17,"1:00 PM",2006-09-17 13:00:00,"2006","7","8",34,17
"20060917_9_32",2006,"reg","2","9/17 8:15 ET","Dallas",9,"DAL","Washington",32,"WAS",-7,37,"Y","N",2006-09-17,"8:15 PM",2006-09-17 20:15:00,"2006","9","32",27,10
"20060918_15_27",2006,"reg","2","9/18 8:30 ET","Pittsburgh",27,"PIT","Jacksonville",15,"JAX",-2.5,36.5,"N","Y",2006-09-18,"8:30 PM",2006-09-18 20:30:00,"2006","15","27",9,0
"20060924_1_18",2006,"reg","3","9/24 4:15 ET","Arizona",1,"ARI","St. Louis",18,"LAR",-4.5,44,"Y","N",2006-09-24,"4:15 PM",2006-09-24 16:15:00,"2006","18","1",16,14
"20060924_10_21",2006,"reg","3","9/24 8:15 ET","New England",21,"NE","Denver",10,"DEN",-6.5,38.5,"Y","N",2006-09-24,"8:15 PM",2006-09-24 20:15:00,"2006","10","21",17,7
"20060924_11_12",2006,"reg","3","9/24 1:00 ET","Detroit",11,"DET","Green Bay",12,"GB",-6.5,40,"Y","N",2006-09-24,"1:00 PM",2006-09-24 13:00:00,"2006","12","11",31,24
"20060924_13_32",2006,"reg","3","9/24 1:00 ET","Washington",32,"WAS","Houston",13,"HOU",-4,37.5,"N","Y",2006-09-24,"1:00 PM",2006-09-24 13:00:00,"2006","32","13",31,15
"20060924_14_15",2006,"reg","3","9/24 1:00 ET","Indianapolis",14,"IND","Jacksonville",15,"JAX",-6.5,42.5,"Y","N",2006-09-24,"1:00 PM",2006-09-24 13:00:00,"2006","14","15",21,14
"20060924_19_31",2006,"reg","3","9/24 1:00 ET","Miami",19,"MIA","Tennessee",31,"TEN",-10.5,35.5,"Y","N",2006-09-24,"1:00 PM",2006-09-24 13:00:00,"2006","19","31",13,10
"20060924_23_29",2006,"reg","3","9/24 4:15 ET","Seattle",29,"SEA","NY Giants",23,"NYG",-3.5,42.5,"Y","N",2006-09-24,"4:15 PM",2006-09-24 16:15:00,"2006","29","23",42,30
"20060924_26_28",2006,"reg","3","9/24 4:15 ET","Philadelphia",26,"PHI","San Francisco",28,"SF",-6.5,42,"N","Y",2006-09-24,"4:15 PM",2006-09-24 16:15:00,"2006","26","28",38,24
"20060924_3_8",2006,"reg","3","9/24 4:05 ET","Baltimore",3,"BAL","Cleveland",8,"CLE",-7,33,"N","Y",2006-09-24,"4:05 PM",2006-09-24 16:05:00,"2006","3","8",15,14
"20060924_4_24",2006,"reg","3","9/24 1:00 ET","Buffalo",4,"BUF","NY Jets",24,"NYJ",-6,33.5,"Y","N",2006-09-24,"1:00 PM",2006-09-24 13:00:00,"2006","24","4",28,20
"20060924_5_30",2006,"reg","3","9/24 1:00 ET","Carolina",5,"CAR","Tampa Bay",30,"TB",-3.5,33.5,"N","Y",2006-09-24,"1:00 PM",2006-09-24 13:00:00,"2006","5","30",26,24
"20060924_6_20",2006,"reg","3","9/24 1:00 ET","Chicago",6,"CHI","Minnesota",20,"MIN",-4,35,"N","Y",2006-09-24,"1:00 PM",2006-09-24 13:00:00,"2006","6","20",19,16
"20060924_7_27",2006,"reg","3","9/24 1:00 ET","Pittsburgh",27,"PIT","Cincinnati",7,"CIN",-2,42,"Y","N",2006-09-24,"1:00 PM",2006-09-24 13:00:00,"2006","7","27",28,20
"20060925_2_22",2006,"reg","3","9/25 8:30 ET","Atlanta",2,"ATL","New Orleans",22,"NO",-4,45,"N","Y",2006-09-25,"8:30 PM",2006-09-25 20:30:00,"2006","22","2",23,3
"20061001_1_2",2006,"reg","4","10/1 1:00 ET","Atlanta",2,"ATL","Arizona",1,"ARI",-7.5,40.5,"Y","N",2006-10-01,"1:00 PM",2006-10-01 13:00:00,"2006","2","1",32,10
"20061001_11_18",2006,"reg","4","10/1 4:05 ET","St. Louis",18,"LAR","Detroit",11,"DET",-5,42.5,"Y","N",2006-10-01,"4:05 PM",2006-10-01 16:05:00,"2006","18","11",41,34
"20061001_13_19",2006,"reg","4","10/1 1:00 ET","Miami",19,"MIA","Houston",13,"HOU",-3.5,40.5,"N","Y",2006-10-01,"1:00 PM",2006-10-01 13:00:00,"2006","13","19",17,15
"20061001_14_24",2006,"reg","4","10/1 1:00 ET","Indianapolis",14,"IND","NY Jets",24,"NYJ",-7.5,46.5,"N","Y",2006-10-01,"1:00 PM",2006-10-01 13:00:00,"2006","14","24",31,28
"20061001_15_32",2006,"reg","4","10/1 4:15 ET","Jacksonville",15,"JAX","Washington",32,"WAS",-2,34,"N","Y",2006-10-01,"4:15 PM",2006-10-01 16:15:00,"2006","32","15",36,30
"20061001_16_28",2006,"reg","4","10/1 1:00 ET","Kansas City",16,"KC","San Francisco",28,"SF",-7,39.5,"Y","N",2006-10-01,"1:00 PM",2006-10-01 13:00:00,"2006","16","28",41,0
"20061001_3_17",2006,"reg","4","10/1 1:00 ET","Baltimore",3,"BAL","San Diego",17,"LAC",-1,33.5,"Y","N",2006-10-01,"1:00 PM",2006-10-01 13:00:00,"2006","3","17",16,13
"20061001_4_20",2006,"reg","4","10/1 1:00 ET","Buffalo",4,"BUF","Minnesota",20,"MIN",-2,34.5,"Y","N",2006-10-01,"1:00 PM",2006-10-01 13:00:00,"2006","4","20",17,12
"20061001_5_22",2006,"reg","4","10/1 1:00 ET","Carolina",5,"CAR","New Orleans",22,"NO",-7,41,"Y","N",2006-10-01,"1:00 PM",2006-10-01 13:00:00,"2006","5","22",21,18
"20061001_6_29",2006,"reg","4","10/1 8:15 ET","Chicago",6,"CHI","Seattle",29,"SEA",-3.5,36.5,"Y","N",2006-10-01,"8:15 PM",2006-10-01 20:15:00,"2006","6","29",37,6
"20061001_7_21",2006,"reg","4","10/1 4:15 ET","Cincinnati",7,"CIN","New England",21,"NE",-5.5,46,"Y","N",2006-10-01,"4:15 PM",2006-10-01 16:15:00,"2006","21","7",38,13
"20061001_8_25",2006,"reg","4","10/1 4:15 ET","Cleveland",8,"CLE","Oakland",25,"OAK",-1,33.5,"N","Y",2006-10-01,"4:15 PM",2006-10-01 16:15:00,"2006","8","25",24,21
"20061001_9_31",2006,"reg","4","10/1 1:00 ET","Dallas",9,"DAL","Tennessee",31,"TEN",-9.5,37.5,"N","Y",2006-10-01,"1:00 PM",2006-10-01 13:00:00,"2006","9","31",45,14
"20061002_12_26",2006,"reg","4","10/2 8:30 ET","Philadelphia",26,"PHI","Green Bay",12,"GB",-11.5,49.5,"Y","N",2006-10-02,"8:30 PM",2006-10-02 20:30:00,"2006","26","12",31,9
"20061008_1_16",2006,"reg","5","10/8 4:05 ET","Kansas City",16,"KC","Arizona",1,"ARI",-3.5,40,"N","Y",2006-10-08,"4:05 PM",2006-10-08 16:05:00,"2006","16","1",23,20
"20061008_11_20",2006,"reg","5","10/8 1:00 ET","Minnesota",20,"MIN","Detroit",11,"DET",-6.5,41,"Y","N",2006-10-08,"1:00 PM",2006-10-08 13:00:00,"2006","20","11",26,17
"20061008_12_18",2006,"reg","5","10/8 1:00 ET","St. Louis",18,"LAR","Green Bay",12,"GB",-2.5,46.5,"N","Y",2006-10-08,"1:00 PM",2006-10-08 13:00:00,"2006","18","12",23,20
"20061008_14_31",2006,"reg","5","10/8 1:00 ET","Indianapolis",14,"IND","Tennessee",31,"TEN",-17.5,48,"Y","N",2006-10-08,"1:00 PM",2006-10-08 13:00:00,"2006","14","31",14,13
"20061008_15_24",2006,"reg","5","10/8 4:05 ET","Jacksonville",15,"JAX","NY Jets",24,"NYJ",-7,38.5,"Y","N",2006-10-08,"4:05 PM",2006-10-08 16:05:00,"2006","15","24",41,0
"20061008_17_27",2006,"reg","5","10/8 8:15 ET","San Diego",17,"LAC","Pittsburgh",27,"PIT",-3.5,37,"Y","N",2006-10-08,"8:15 PM",2006-10-08 20:15:00,"2006","17","27",23,13
"20061008_19_21",2006,"reg","5","10/8 1:00 ET","New England",21,"NE","Miami",19,"MIA",-9.5,36.5,"Y","N",2006-10-08,"1:00 PM",2006-10-08 13:00:00,"2006","21","19",20,10
"20061008_22_30",2006,"reg","5","10/8 1:00 ET","New Orleans",22,"NO","Tampa Bay",30,"TB",-7,35,"Y","N",2006-10-08,"1:00 PM",2006-10-08 13:00:00,"2006","22","30",24,21
"20061008_23_32",2006,"reg","5","10/8 1:00 ET","NY Giants",23,"NYG","Washington",32,"WAS",-5.5,46,"Y","N",2006-10-08,"1:00 PM",2006-10-08 13:00:00,"2006","23","32",19,3
"20061008_25_28",2006,"reg","5","10/8 4:05 ET","San Francisco",28,"SF","Oakland",25,"OAK",-3.5,39.5,"Y","N",2006-10-08,"4:05 PM",2006-10-08 16:05:00,"2006","28","25",34,20
"20061008_4_6",2006,"reg","5","10/8 1:00 ET","Chicago",6,"CHI","Buffalo",4,"BUF",-9.5,34.5,"Y","N",2006-10-08,"1:00 PM",2006-10-08 13:00:00,"2006","6","4",40,7
"20061008_5_8",2006,"reg","5","10/8 1:00 ET","Carolina",5,"CAR","Cleveland",8,"CLE",-8,38,"Y","N",2006-10-08,"1:00 PM",2006-10-08 13:00:00,"2006","5","8",20,12
"20061008_9_26",2006,"reg","5","10/8 4:15 ET","Philadelphia",26,"PHI","Dallas",9,"DAL",-1,43,"Y","N",2006-10-08,"4:15 PM",2006-10-08 16:15:00,"2006","26","9",38,24
"20061009_3_10",2006,"reg","5","10/9 8:30 ET","Denver",10,"DEN","Baltimore",3,"BAL",-5,33,"Y","N",2006-10-09,"8:30 PM",2006-10-09 20:30:00,"2006","10","3",13,3
"20061015_10_25",2006,"reg","6","10/15 8:15 ET","Denver",10,"DEN","Oakland",25,"OAK",-15.5,37.5,"Y","N",2006-10-15,"8:15 PM",2006-10-15 20:15:00,"2006","10","25",13,3
"20061015_16_27",2006,"reg","6","10/15 4:15 ET","Pittsburgh",27,"PIT","Kansas City",16,"KC",-6.5,37,"Y","N",2006-10-15,"4:15 PM",2006-10-15 16:15:00,"2006","27","16",45,7
"20061015_17_28",2006,"reg","6","10/15 4:15 ET","San Diego",17,"LAC","San Francisco",28,"SF",-10,42,"N","Y",2006-10-15,"4:15 PM",2006-10-15 16:15:00,"2006","17","28",48,19
"20061015_18_29",2006,"reg","6","10/15 1:00 ET","Seattle",29,"SEA","St. Louis",18,"LAR",-3,45,"N","Y",2006-10-15,"1:00 PM",2006-10-15 13:00:00,"2006","29","18",30,28
"20061015_19_24",2006,"reg","6","10/15 4:15 ET","NY Jets",24,"NYJ","Miami",19,"MIA",-2.5,36,"Y","N",2006-10-15,"4:15 PM",2006-10-15 16:15:00,"2006","24","19",20,17
"20061015_2_23",2006,"reg","6","10/15 1:00 ET","Atlanta",2,"ATL","NY Giants",23,"NYG",-3,41,"Y","N",2006-10-15,"1:00 PM",2006-10-15 13:00:00,"2006","23","2",27,14
"20061015_22_26",2006,"reg","6","10/15 1:00 ET","Philadelphia",26,"PHI","New Orleans",22,"NO",-3,47,"N","Y",2006-10-15,"1:00 PM",2006-10-15 13:00:00,"2006","22","26",27,24
"20061015_3_5",2006,"reg","6","10/15 1:00 ET","Baltimore",3,"BAL","Carolina",5,"CAR",-3,33.5,"Y","N",2006-10-15,"1:00 PM",2006-10-15 13:00:00,"2006","5","3",23,21
"20061015_31_32",2006,"reg","6","10/15 1:00 ET","Washington",32,"WAS","Tennessee",31,"TEN",-12,39.5,"Y","N",2006-10-15,"1:00 PM",2006-10-15 13:00:00,"2006","31","32",25,22
"20061015_4_11",2006,"reg","6","10/15 1:00 ET","Buffalo",4,"BUF","Detroit",11,"DET",-1.5,40.5,"N","Y",2006-10-15,"1:00 PM",2006-10-15 13:00:00,"2006","11","4",20,17
"20061015_7_30",2006,"reg","6","10/15 1:00 ET","Cincinnati",7,"CIN","Tampa Bay",30,"TB",-4.5,44.5,"N","Y",2006-10-15,"1:00 PM",2006-10-15 13:00:00,"2006","30","7",14,13
"20061015_9_13",2006,"reg","6","10/15 1:00 ET","Dallas",9,"DAL","Houston",13,"HOU",-13,43.5,"Y","N",2006-10-15,"1:00 PM",2006-10-15 13:00:00,"2006","9","13",34,6
"20061016_1_6",2006,"reg","6","10/16 8:30 ET","Chicago",6,"CHI","Arizona",1,"ARI",-12.5,40.5,"N","Y",2006-10-16,"8:30 PM",2006-10-16 20:30:00,"2006","6","1",24,23
"20061022_1_25",2006,"reg","7","10/22 4:15 ET","Arizona",1,"ARI","Oakland",25,"OAK",-3,39.5,"N","Y",2006-10-22,"4:15 PM",2006-10-22 16:15:00,"2006","25","1",22,9
"20061022_11_24",2006,"reg","7","10/22 1:00 ET","NY Jets",24,"NYJ","Detroit",11,"DET",-4,43.5,"Y","N",2006-10-22,"1:00 PM",2006-10-22 13:00:00,"2006","24","11",31,24
"20061022_12_19",2006,"reg","7","10/22 1:00 ET","Miami",19,"MIA","Green Bay",12,"GB",-6,40.5,"Y","N",2006-10-22,"1:00 PM",2006-10-22 13:00:00,"2006","12","19",34,24
"20061022_13_15",2006,"reg","7","10/22 1:00 ET","Jacksonville",15,"JAX","Houston",13,"HOU",-7.5,39.5,"N","Y",2006-10-22,"1:00 PM",2006-10-22 13:00:00,"2006","13","15",27,7
"20061022_14_32",2006,"reg","7","10/22 4:15 ET","Indianapolis",14,"IND","Washington",32,"WAS",-8,47.5,"Y","N",2006-10-22,"4:15 PM",2006-10-22 16:15:00,"2006","14","32",36,22
"20061022_16_17",2006,"reg","7","10/22 1:00 ET","San Diego",17,"LAC","Kansas City",16,"KC",-6,38.5,"N","Y",2006-10-22,"1:00 PM",2006-10-22 13:00:00,"2006","16","17",30,27
"20061022_2_27",2006,"reg","7","10/22 1:00 ET","Pittsburgh",27,"PIT","Atlanta",2,"ATL",-3,39,"N","Y",2006-10-22,"1:00 PM",2006-10-22 13:00:00,"2006","2","27",41,38
"20061022_20_29",2006,"reg","7","10/22 4:15 ET","Seattle",29,"SEA","Minnesota",20,"MIN",-6.5,40.5,"Y","N",2006-10-22,"4:15 PM",2006-10-22 16:15:00,"2006","20","29",31,13
"20061022_26_30",2006,"reg","7","10/22 1:00 ET","Philadelphia",26,"PHI","Tampa Bay",30,"TB",-6.5,42.5,"N","Y",2006-10-22,"1:00 PM",2006-10-22 13:00:00,"2006","30","26",23,21
"20061022_4_21",2006,"reg","7","10/22 1:00 ET","New England",21,"NE","Buffalo",4,"BUF",-5.5,36.5,"N","Y",2006-10-22,"1:00 PM",2006-10-22 13:00:00,"2006","21","4",28,6
"20061022_5_7",2006,"reg","7","10/22 1:00 ET","Cincinnati",7,"CIN","Carolina",5,"CAR",-3,44,"Y","N",2006-10-22,"1:00 PM",2006-10-22 13:00:00,"2006","7","5",17,14
"20061022_8_10",2006,"reg","7","10/22 4:05 ET","Denver",10,"DEN","Cleveland",8,"CLE",-4.5,31.5,"N","Y",2006-10-22,"4:05 PM",2006-10-22 16:05:00,"2006","10","8",17,7
"20061023_9_23",2006,"reg","7","10/23 8:30 ET","Dallas",9,"DAL","NY Giants",23,"NYG",-3,43.5,"Y","N",2006-10-23,"8:30 PM",2006-10-23 20:30:00,"2006","23","9",36,22
"20061029_1_12",2006,"reg","8","10/29 1:00 ET","Green Bay",12,"GB","Arizona",1,"ARI",-4,45,"Y","N",2006-10-29,"1:00 PM",2006-10-29 13:00:00,"2006","12","1",31,14
"20061029_10_14",2006,"reg","8","10/29 4:15 ET","Denver",10,"DEN","Indianapolis",14,"IND",-3,40,"Y","N",2006-10-29,"4:15 PM",2006-10-29 16:15:00,"2006","14","10",34,31
"20061029_13_31",2006,"reg","8","10/29 1:00 ET","Tennessee",31,"TEN","Houston",13,"HOU",-3,41.5,"Y","N",2006-10-29,"1:00 PM",2006-10-29 13:00:00,"2006","31","13",28,22
"20061029_15_26",2006,"reg","8","10/29 1:00 ET","Philadelphia",26,"PHI","Jacksonville",15,"JAX",-8,38.5,"Y","N",2006-10-29,"1:00 PM",2006-10-29 13:00:00,"2006","15","26",13,6
"20061029_16_29",2006,"reg","8","10/29 1:00 ET","Kansas City",16,"KC","Seattle",29,"SEA",-5.5,37,"Y","N",2006-10-29,"1:00 PM",2006-10-29 13:00:00,"2006","16","29",35,28
"20061029_17_18",2006,"reg","8","10/29 4:05 ET","San Diego",17,"LAC","St. Louis",18,"LAR",-9.5,46,"Y","N",2006-10-29,"4:05 PM",2006-10-29 16:05:00,"2006","17","18",38,24
"20061029_2_7",2006,"reg","8","10/29 1:00 ET","Cincinnati",7,"CIN","Atlanta",2,"ATL",-4,45.5,"Y","N",2006-10-29,"1:00 PM",2006-10-29 13:00:00,"2006","2","7",29,27
"20061029_23_30",2006,"reg","8","10/29 1:00 ET","NY Giants",23,"NYG","Tampa Bay",30,"TB",-9,36,"Y","N",2006-10-29,"1:00 PM",2006-10-29 13:00:00,"2006","23","30",17,3
"20061029_25_27",2006,"reg","8","10/29 4:15 ET","Pittsburgh",27,"PIT","Oakland",25,"OAK",-9,38.5,"N","Y",2006-10-29,"4:15 PM",2006-10-29 16:15:00,"2006","25","27",20,13
"20061029_3_22",2006,"reg","8","10/29 1:00 ET","New Orleans",22,"NO","Baltimore",3,"BAL",-2,37,"Y","N",2006-10-29,"1:00 PM",2006-10-29 13:00:00,"2006","3","22",35,22
"20061029_5_9",2006,"reg","8","10/29 8:15 ET","Carolina",5,"CAR","Dallas",9,"DAL",-4.5,41,"Y","N",2006-10-29,"8:15 PM",2006-10-29 20:15:00,"2006","9","5",35,14
"20061029_6_28",2006,"reg","8","10/29 1:00 ET","Chicago",6,"CHI","San Francisco",28,"SF",-16.5,42,"Y","N",2006-10-29,"1:00 PM",2006-10-29 13:00:00,"2006","6","28",41,10
"20061029_8_24",2006,"reg","8","10/29 4:15 ET","Cleveland",8,"CLE","NY Jets",24,"NYJ",-2,37,"Y","N",2006-10-29,"4:15 PM",2006-10-29 16:15:00,"2006","8","24",20,13
"20061030_20_21",2006,"reg","8","10/30 8:30 ET","New England",21,"NE","Minnesota",20,"MIN",-2,40,"N","Y",2006-10-30,"8:30 PM",2006-10-30 20:30:00,"2006","21","20",31,7
"20061105_10_27",2006,"reg","9","11/5 4:15 ET","Pittsburgh",27,"PIT","Denver",10,"DEN",-3,36.5,"Y","N",2006-11-05,"4:15 PM",2006-11-05 16:15:00,"2006","10","27",31,20
"20061105_13_23",2006,"reg","9","11/5 1:00 ET","NY Giants",23,"NYG","Houston",13,"HOU",-13,43,"Y","N",2006-11-05,"1:00 PM",2006-11-05 13:00:00,"2006","23","13",14,10
"20061105_14_21",2006,"reg","9","11/5 8:15 ET","New England",21,"NE","Indianapolis",14,"IND",-3,48.5,"Y","N",2006-11-05,"8:15 PM",2006-11-05 20:15:00,"2006","14","21",27,20
"20061105_15_31",2006,"reg","9","11/5 1:00 ET","Jacksonville",15,"JAX","Tennessee",31,"TEN",-9.5,37.5,"Y","N",2006-11-05,"1:00 PM",2006-11-05 13:00:00,"2006","15","31",37,7
"20061105_16_18",2006,"reg","9","11/5 1:00 ET","St. Louis",18,"LAR","Kansas City",16,"KC",-3,48.5,"Y","N",2006-11-05,"1:00 PM",2006-11-05 13:00:00,"2006","16","18",31,17
"20061105_2_11",2006,"reg","9","11/5 1:00 ET","Atlanta",2,"ATL","Detroit",11,"DET",-5.5,47.5,"N","Y",2006-11-05,"1:00 PM",2006-11-05 13:00:00,"2006","11","2",30,14
"20061105_20_28",2006,"reg","9","11/5 4:05 ET","Minnesota",20,"MIN","San Francisco",28,"SF",-4,43,"N","Y",2006-11-05,"4:05 PM",2006-11-05 16:05:00,"2006","28","20",9,3
"20061105_22_30",2006,"reg","9","11/5 1:00 ET","Tampa Bay",30,"TB","New Orleans",22,"NO",-1,37.5,"Y","N",2006-11-05,"1:00 PM",2006-11-05 13:00:00,"2006","22","30",31,14
"20061105_3_7",2006,"reg","9","11/5 1:00 ET","Baltimore",3,"BAL","Cincinnati",7,"CIN",-3,41.5,"Y","N",2006-11-05,"1:00 PM",2006-11-05 13:00:00,"2006","3","7",26,20
"20061105_4_12",2006,"reg","9","11/5 1:00 ET","Buffalo",4,"BUF","Green Bay",12,"GB",-3.5,41.5,"Y","N",2006-11-05,"1:00 PM",2006-11-05 13:00:00,"2006","4","12",24,10
"20061105_6_19",2006,"reg","9","11/5 1:00 ET","Chicago",6,"CHI","Miami",19,"MIA",-13,37.5,"Y","N",2006-11-05,"1:00 PM",2006-11-05 13:00:00,"2006","19","6",31,13
"20061105_8_17",2006,"reg","9","11/5 4:15 ET","San Diego",17,"LAC","Cleveland",8,"CLE",-13,41.5,"Y","N",2006-11-05,"4:15 PM",2006-11-05 16:15:00,"2006","17","8",32,25
"20061105_9_32",2006,"reg","9","11/5 1:00 ET","Dallas",9,"DAL","Washington",32,"WAS",-3,41,"N","Y",2006-11-05,"1:00 PM",2006-11-05 13:00:00,"2006","32","9",22,19
"20061106_25_29",2006,"reg","9","11/6 8:30 ET","Seattle",29,"SEA","Oakland",25,"OAK",-7,34,"Y","N",2006-11-06,"8:30 PM",2006-11-06 20:30:00,"2006","29","25",16,0
