"Game_id","Year","Game_Type","Week","Date_Time","Favorite","Fav_id","Fav_abv","Underdog","Dog_id","Dog_abv","Line","Total","Fav_Home","Dog_Home","DATE","TIME","DATETIME","Season_id","W_id","L_id","PtsW","PtsL"
"20091004_7_8",2009,"reg","4","10/4 1:00 ET","Cincinnati",7,"CIN","Cleveland",8,"CLE",-6.5,37.5,"N","Y",2009-10-04,"1:00 PM",2009-10-04 13:00:00,"2009","7","8",23,20
"20091004_9_10",2009,"reg","4","10/4 4:15 ET","Dallas",9,"DAL","Denver",10,"DEN",-2.5,43.5,"N","Y",2009-10-04,"4:15 PM",2009-10-04 16:15:00,"2009","10","9",17,10
"20091005_12_20",2009,"reg","4","10/5 8:35 ET","Minnesota",20,"MIN","Green Bay",12,"GB",-4.5,46.5,"Y","N",2009-10-05,"8:35 PM",2009-10-05 20:35:00,"2009","20","12",30,23
"20091011_1_13",2009,"reg","5","10/11 4:15 ET","Arizona",1,"ARI","Houston",13,"HOU",-6,50.5,"Y","N",2009-10-11,"4:15 PM",2009-10-11 16:15:00,"2009","1","13",28,21
"20091011_10_21",2009,"reg","5","10/11 4:15 ET","New England",21,"NE","Denver",10,"DEN",-3,41.5,"N","Y",2009-10-11,"4:15 PM",2009-10-11 16:15:00,"2009","10","21",20,17
"20091011_11_27",2009,"reg","5","10/11 1:00 ET","Pittsburgh",27,"PIT","Detroit",11,"DET",-11,44,"N","Y",2009-10-11,"1:00 PM",2009-10-11 13:00:00,"2009","27","11",28,20
"20091011_14_31",2009,"reg","5","10/11 8:20 ET","Indianapolis",14,"IND","Tennessee",31,"TEN",-4,44.5,"N","Y",2009-10-11,"8:20 PM",2009-10-11 20:20:00,"2009","14","31",31,9
"20091011_15_29",2009,"reg","5","10/11 4:15 ET","Seattle",29,"SEA","Jacksonville",15,"JAX",-1.5,44,"Y","N",2009-10-11,"4:15 PM",2009-10-11 16:15:00,"2009","29","15",41,0
"20091011_18_20",2009,"reg","5","10/11 1:00 ET","Minnesota",20,"MIN","St. Louis",18,"LAR",-10.5,41,"N","Y",2009-10-11,"1:00 PM",2009-10-11 13:00:00,"2009","20","18",38,10
"20091011_2_28",2009,"reg","5","10/11 4:05 ET","San Francisco",28,"SF","Atlanta",2,"ATL",-1,39.5,"Y","N",2009-10-11,"4:05 PM",2009-10-11 16:05:00,"2009","2","28",45,10
"20091011_23_25",2009,"reg","5","10/11 1:00 ET","NY Giants",23,"NYG","Oakland",25,"OAK",-15.5,38,"Y","N",2009-10-11,"1:00 PM",2009-10-11 13:00:00,"2009","23","25",44,7
"20091011_26_30",2009,"reg","5","10/11 1:00 ET","Philadelphia",26,"PHI","Tampa Bay",30,"TB",-15.5,42,"Y","N",2009-10-11,"1:00 PM",2009-10-11 13:00:00,"2009","26","30",33,14
"20091011_3_7",2009,"reg","5","10/11 1:00 ET","Baltimore",3,"BAL","Cincinnati",7,"CIN",-9,42.5,"Y","N",2009-10-11,"1:00 PM",2009-10-11 13:00:00,"2009","7","3",17,14
"20091011_4_8",2009,"reg","5","10/11 1:00 ET","Buffalo",4,"BUF","Cleveland",8,"CLE",-5.5,42,"Y","N",2009-10-11,"1:00 PM",2009-10-11 13:00:00,"2009","8","4",6,3
"20091011_5_32",2009,"reg","5","10/11 1:00 ET","Carolina",5,"CAR","Washington",32,"WAS",-5,38,"Y","N",2009-10-11,"1:00 PM",2009-10-11 13:00:00,"2009","5","32",20,17
"20091011_9_16",2009,"reg","5","10/11 1:00 ET","Dallas",9,"DAL","Kansas City",16,"KC",-7,43.5,"N","Y",2009-10-11,"1:00 PM",2009-10-11 13:00:00,"2009","9","16",26,20
"20091012_19_24",2009,"reg","5","10/12 8:35 ET","NY Jets",24,"NYJ","Miami",19,"MIA",-3,36.5,"N","Y",2009-10-12,"8:35 PM",2009-10-12 20:35:00,"2009","19","24",31,27
"20091018_1_29",2009,"reg","6","10/18 4:05 ET","Seattle",29,"SEA","Arizona",1,"ARI",-3,45.5,"Y","N",2009-10-18,"4:05 PM",2009-10-18 16:05:00,"2009","1","29",27,3
"20091018_11_12",2009,"reg","6","10/18 1:00 ET","Green Bay",12,"GB","Detroit",11,"DET",-14,48,"Y","N",2009-10-18,"1:00 PM",2009-10-18 13:00:00,"2009","12","11",26,0
"20091018_15_18",2009,"reg","6","10/18 1:00 ET","Jacksonville",15,"JAX","St. Louis",18,"LAR",-9.5,42.5,"Y","N",2009-10-18,"1:00 PM",2009-10-18 13:00:00,"2009","15","18",23,20
"20091018_16_32",2009,"reg","6","10/18 1:00 ET","Washington",32,"WAS","Kansas City",16,"KC",-6,36.5,"Y","N",2009-10-18,"1:00 PM",2009-10-18 13:00:00,"2009","16","32",14,6
"20091018_2_6",2009,"reg","6","10/18 8:20 ET","Atlanta",2,"ATL","Chicago",6,"CHI",-4,46.5,"Y","N",2009-10-18,"8:20 PM",2009-10-18 20:20:00,"2009","2","6",21,14
"20091018_21_31",2009,"reg","6","10/18 4:15 ET","New England",21,"NE","Tennessee",31,"TEN",-9,38.5,"Y","N",2009-10-18,"4:15 PM",2009-10-18 16:15:00,"2009","21","31",59,0
"20091018_22_23",2009,"reg","6","10/18 1:00 ET","New Orleans",22,"NO","NY Giants",23,"NYG",-3,47.5,"Y","N",2009-10-18,"1:00 PM",2009-10-18 13:00:00,"2009","22","23",48,27
"20091018_25_26",2009,"reg","6","10/18 4:05 ET","Philadelphia",26,"PHI","Oakland",25,"OAK",-14.5,40.5,"N","Y",2009-10-18,"4:05 PM",2009-10-18 16:05:00,"2009","25","26",13,9
"20091018_3_20",2009,"reg","6","10/18 1:00 ET","Minnesota",20,"MIN","Baltimore",3,"BAL",-3,45.5,"Y","N",2009-10-18,"1:00 PM",2009-10-18 13:00:00,"2009","20","3",33,31
"20091018_4_24",2009,"reg","6","10/18 4:15 ET","NY Jets",24,"NYJ","Buffalo",4,"BUF",-9.5,35.5,"Y","N",2009-10-18,"4:15 PM",2009-10-18 16:15:00,"2009","4","24",16,13
"20091018_5_30",2009,"reg","6","10/18 1:00 ET","Carolina",5,"CAR","Tampa Bay",30,"TB",-3,40.5,"N","Y",2009-10-18,"1:00 PM",2009-10-18 13:00:00,"2009","5","30",28,21
"20091018_7_13",2009,"reg","6","10/18 1:00 ET","Cincinnati",7,"CIN","Houston",13,"HOU",-4,46,"Y","N",2009-10-18,"1:00 PM",2009-10-18 13:00:00,"2009","13","7",28,17
"20091018_8_27",2009,"reg","6","10/18 1:00 ET","Pittsburgh",27,"PIT","Cleveland",8,"CLE",-14,38,"Y","N",2009-10-18,"1:00 PM",2009-10-18 13:00:00,"2009","27","8",27,14
"20091019_10_17",2009,"reg","6","10/19 8:35 ET","San Diego",17,"LAC","Denver",10,"DEN",-3.5,45,"Y","N",2009-10-19,"8:35 PM",2009-10-19 20:35:00,"2009","10","17",34,23
"20091025_1_23",2009,"reg","7","10/25 8:20 ET","NY Giants",23,"NYG","Arizona",1,"ARI",-8,47,"Y","N",2009-10-25,"8:20 PM",2009-10-25 20:20:00,"2009","1","23",24,17
"20091025_13_28",2009,"reg","7","10/25 1:00 ET","Houston",13,"HOU","San Francisco",28,"SF",-3,44.5,"Y","N",2009-10-25,"1:00 PM",2009-10-25 13:00:00,"2009","13","28",24,21
"20091025_14_18",2009,"reg","7","10/25 1:00 ET","Indianapolis",14,"IND","St. Louis",18,"LAR",-14,45,"N","Y",2009-10-25,"1:00 PM",2009-10-25 13:00:00,"2009","14","18",42,6
"20091025_16_17",2009,"reg","7","10/25 1:00 ET","San Diego",17,"LAC","Kansas City",16,"KC",-5.5,44,"N","Y",2009-10-25,"1:00 PM",2009-10-25 13:00:00,"2009","17","16",37,7
"20091025_19_22",2009,"reg","7","10/25 4:15 ET","New Orleans",22,"NO","Miami",19,"MIA",-6.5,48,"N","Y",2009-10-25,"4:15 PM",2009-10-25 16:15:00,"2009","22","19",46,34
"20091025_2_9",2009,"reg","7","10/25 4:15 ET","Dallas",9,"DAL","Atlanta",2,"ATL",-5,48,"Y","N",2009-10-25,"4:15 PM",2009-10-25 16:15:00,"2009","9","2",37,21
"20091025_20_27",2009,"reg","7","10/25 1:00 ET","Pittsburgh",27,"PIT","Minnesota",20,"MIN",-6,46.5,"Y","N",2009-10-25,"1:00 PM",2009-10-25 13:00:00,"2009","27","20",27,17
"20091025_21_30",2009,"reg","7","10/25 1:00 ET","New England",21,"NE","Tampa Bay",30,"TB",-15.5,44.5,"N","Y",2009-10-25,"1:00 PM",2009-10-25 13:00:00,"2009","21","30",35,7
"20091025_24_25",2009,"reg","7","10/25 4:05 ET","NY Jets",24,"NYJ","Oakland",25,"OAK",-6,34,"N","Y",2009-10-25,"4:05 PM",2009-10-25 16:05:00,"2009","24","25",38,0
"20091025_4_5",2009,"reg","7","10/25 4:05 ET","Carolina",5,"CAR","Buffalo",4,"BUF",-7,37,"Y","N",2009-10-25,"4:05 PM",2009-10-25 16:05:00,"2009","4","5",20,9
"20091025_6_7",2009,"reg","7","10/25 4:15 ET","Chicago",6,"CHI","Cincinnati",7,"CIN",-1.5,42.5,"N","Y",2009-10-25,"4:15 PM",2009-10-25 16:15:00,"2009","7","6",45,10
"20091025_8_12",2009,"reg","7","10/25 1:00 ET","Green Bay",12,"GB","Cleveland",8,"CLE",-9,41.5,"N","Y",2009-10-25,"1:00 PM",2009-10-25 13:00:00,"2009","12","8",31,3
"20091026_26_32",2009,"reg","7","10/26 8:35 ET","Philadelphia",26,"PHI","Washington",32,"WAS",-8.5,38,"N","Y",2009-10-26,"8:35 PM",2009-10-26 20:35:00,"2009","26","32",27,17
"20091101_1_5",2009,"reg","8","11/1 4:15 ET","Arizona",1,"ARI","Carolina",5,"CAR",-10,43.5,"Y","N",2009-11-01,"4:15 PM",2009-11-01 16:15:00,"2009","5","1",34,21
"20091101_11_18",2009,"reg","8","11/1 1:00 ET","Detroit",11,"DET","St. Louis",18,"LAR",-3,43.5,"Y","N",2009-11-01,"1:00 PM",2009-11-01 13:00:00,"2009","18","11",17,10
"20091101_12_20",2009,"reg","8","11/1 4:15 ET","Green Bay",12,"GB","Minnesota",20,"MIN",-3.5,47.5,"Y","N",2009-11-01,"4:15 PM",2009-11-01 16:15:00,"2009","20","12",38,26
"20091101_14_28",2009,"reg","8","11/1 1:00 ET","Indianapolis",14,"IND","San Francisco",28,"SF",-13,45,"Y","N",2009-11-01,"1:00 PM",2009-11-01 13:00:00,"2009","14","28",18,14
"20091101_15_31",2009,"reg","8","11/1 4:05 ET","Tennessee",31,"TEN","Jacksonville",15,"JAX",-3,44.5,"Y","N",2009-11-01,"4:05 PM",2009-11-01 16:05:00,"2009","31","15",30,13
"20091101_17_25",2009,"reg","8","11/1 4:05 ET","San Diego",17,"LAC","Oakland",25,"OAK",-16,41.5,"Y","N",2009-11-01,"4:05 PM",2009-11-01 16:05:00,"2009","17","25",24,16
"20091101_19_24",2009,"reg","8","11/1 1:00 ET","NY Jets",24,"NYJ","Miami",19,"MIA",-3.5,40.5,"Y","N",2009-11-01,"1:00 PM",2009-11-01 13:00:00,"2009","19","24",30,25
"20091101_23_26",2009,"reg","8","11/1 1:00 ET","NY Giants",23,"NYG","Philadelphia",26,"PHI",-2.5,44,"N","Y",2009-11-01,"1:00 PM",2009-11-01 13:00:00,"2009","26","23",40,17
"20091101_3_10",2009,"reg","8","11/1 1:00 ET","Baltimore",3,"BAL","Denver",10,"DEN",-4.5,42.5,"Y","N",2009-11-01,"1:00 PM",2009-11-01 13:00:00,"2009","3","10",30,7
"20091101_4_13",2009,"reg","8","11/1 1:00 ET","Houston",13,"HOU","Buffalo",4,"BUF",-3.5,41.5,"N","Y",2009-11-01,"1:00 PM",2009-11-01 13:00:00,"2009","13","4",31,10
"20091101_6_8",2009,"reg","8","11/1 1:00 ET","Chicago",6,"CHI","Cleveland",8,"CLE",-12,40,"Y","N",2009-11-01,"1:00 PM",2009-11-01 13:00:00,"2009","6","8",30,6
"20091101_9_29",2009,"reg","8","11/1 1:00 ET","Dallas",9,"DAL","Seattle",29,"SEA",-10,46,"Y","N",2009-11-01,"1:00 PM",2009-11-01 13:00:00,"2009","9","29",38,17
"20091102_2_22",2009,"reg","8","11/2 8:35 ET","New Orleans",22,"NO","Atlanta",2,"ATL",-11,56,"Y","N",2009-11-02,"8:35 PM",2009-11-02 20:35:00,"2009","22","2",35,27
"20091108_1_6",2009,"reg","9","11/8 1:00 ET","Chicago",6,"CHI","Arizona",1,"ARI",-2,45,"Y","N",2009-11-08,"1:00 PM",2009-11-08 13:00:00,"2009","1","6",41,21
"20091108_11_29",2009,"reg","9","11/8 4:05 ET","Seattle",29,"SEA","Detroit",11,"DET",-11,42,"Y","N",2009-11-08,"4:05 PM",2009-11-08 16:05:00,"2009","29","11",32,20
"20091108_12_30",2009,"reg","9","11/8 1:00 ET","Green Bay",12,"GB","Tampa Bay",30,"TB",-10,43,"N","Y",2009-11-08,"1:00 PM",2009-11-08 13:00:00,"2009","30","12",38,28
"20091108_13_14",2009,"reg","9","11/8 1:00 ET","Indianapolis",14,"IND","Houston",13,"HOU",-7.5,50.5,"Y","N",2009-11-08,"1:00 PM",2009-11-08 13:00:00,"2009","14","13",20,17
"20091108_15_16",2009,"reg","9","11/8 1:00 ET","Jacksonville",15,"JAX","Kansas City",16,"KC",-7,41.5,"Y","N",2009-11-08,"1:00 PM",2009-11-08 13:00:00,"2009","15","16",24,21
"20091108_17_23",2009,"reg","9","11/8 4:15 ET","NY Giants",23,"NYG","San Diego",17,"LAC",-5,48.5,"Y","N",2009-11-08,"4:15 PM",2009-11-08 16:15:00,"2009","17","23",21,20
"20091108_19_21",2009,"reg","9","11/8 1:00 ET","New England",21,"NE","Miami",19,"MIA",-11,47,"Y","N",2009-11-08,"1:00 PM",2009-11-08 13:00:00,"2009","21","19",27,17
"20091108_2_32",2009,"reg","9","11/8 1:00 ET","Atlanta",2,"ATL","Washington",32,"WAS",-8.5,41,"Y","N",2009-11-08,"1:00 PM",2009-11-08 13:00:00,"2009","2","32",31,17
"20091108_28_31",2009,"reg","9","11/8 4:15 ET","San Francisco",28,"SF","Tennessee",31,"TEN",-4.5,40.5,"Y","N",2009-11-08,"4:15 PM",2009-11-08 16:15:00,"2009","31","28",34,27
"20091108_3_7",2009,"reg","9","11/8 1:00 ET","Baltimore",3,"BAL","Cincinnati",7,"CIN",-3,45,"N","Y",2009-11-08,"1:00 PM",2009-11-08 13:00:00,"2009","7","3",17,7
"20091108_5_22",2009,"reg","9","11/8 4:05 ET","New Orleans",22,"NO","Carolina",5,"CAR",-11.5,51,"Y","N",2009-11-08,"4:05 PM",2009-11-08 16:05:00,"2009","22","5",30,20
"20091108_9_26",2009,"reg","9","11/8 8:20 ET","Philadelphia",26,"PHI","Dallas",9,"DAL",-3,49.5,"Y","N",2009-11-08,"8:20 PM",2009-11-08 20:20:00,"2009","9","26",20,16
"20091109_10_27",2009,"reg","9","11/9 8:35 ET","Pittsburgh",27,"PIT","Denver",10,"DEN",-3,41.5,"N","Y",2009-11-09,"8:35 PM",2009-11-09 20:35:00,"2009","27","10",28,10
"20091112_6_28",2009,"reg","10","11/12 8:20 ET","San Francisco",28,"SF","Chicago",6,"CHI",-3,43,"Y","N",2009-11-12,"8:20 PM",2009-11-12 20:20:00,"2009","28","6",10,6
"20091115_1_29",2009,"reg","10","11/15 4:15 ET","Arizona",1,"ARI","Seattle",29,"SEA",-8.5,46.5,"Y","N",2009-11-15,"4:15 PM",2009-11-15 16:15:00,"2009","1","29",31,20
"20091115_10_32",2009,"reg","10","11/15 1:00 ET","Denver",10,"DEN","Washington",32,"WAS",-3.5,36.5,"N","Y",2009-11-15,"1:00 PM",2009-11-15 13:00:00,"2009","32","10",27,17
"20091115_11_20",2009,"reg","10","11/15 1:00 ET","Minnesota",20,"MIN","Detroit",11,"DET",-17,47.5,"Y","N",2009-11-15,"1:00 PM",2009-11-15 13:00:00,"2009","20","11",27,10
"20091115_14_21",2009,"reg","10","11/15 8:20 ET","Indianapolis",14,"IND","New England",21,"NE",-2,49,"Y","N",2009-11-15,"8:20 PM",2009-11-15 20:20:00,"2009","14","21",35,34
"20091115_15_24",2009,"reg","10","11/15 1:00 ET","NY Jets",24,"NYJ","Jacksonville",15,"JAX",-6.5,41,"Y","N",2009-11-15,"1:00 PM",2009-11-15 13:00:00,"2009","15","24",24,22
"20091115_16_25",2009,"reg","10","11/15 4:05 ET","Oakland",25,"OAK","Kansas City",16,"KC",-2.5,36.5,"Y","N",2009-11-15,"4:05 PM",2009-11-15 16:05:00,"2009","16","25",16,10
"20091115_17_26",2009,"reg","10","11/15 4:15 ET","San Diego",17,"LAC","Philadelphia",26,"PHI",-1,47,"Y","N",2009-11-15,"4:15 PM",2009-11-15 16:15:00,"2009","17","26",31,23
"20091115_18_22",2009,"reg","10","11/15 1:00 ET","New Orleans",22,"NO","St. Louis",18,"LAR",-14,50.5,"N","Y",2009-11-15,"1:00 PM",2009-11-15 13:00:00,"2009","22","18",28,23
"20091115_19_30",2009,"reg","10","11/15 1:00 ET","Miami",19,"MIA","Tampa Bay",30,"TB",-10,42.5,"Y","N",2009-11-15,"1:00 PM",2009-11-15 13:00:00,"2009","19","30",25,23
"20091115_2_5",2009,"reg","10","11/15 1:00 ET","Atlanta",2,"ATL","Carolina",5,"CAR",-1.5,44,"N","Y",2009-11-15,"1:00 PM",2009-11-15 13:00:00,"2009","5","2",28,19
"20091115_4_31",2009,"reg","10","11/15 1:00 ET","Tennessee",31,"TEN","Buffalo",4,"BUF",-7.5,41,"Y","N",2009-11-15,"1:00 PM",2009-11-15 13:00:00,"2009","31","4",41,17
"20091115_7_27",2009,"reg","10","11/15 1:00 ET","Pittsburgh",27,"PIT","Cincinnati",7,"CIN",-7,41.5,"Y","N",2009-11-15,"1:00 PM",2009-11-15 13:00:00,"2009","7","27",18,12
"20091115_9_12",2009,"reg","10","11/15 4:15 ET","Dallas",9,"DAL","Green Bay",12,"GB",-3,48,"N","Y",2009-11-15,"4:15 PM",2009-11-15 16:15:00,"2009","12","9",17,7
"20091116_3_8",2009,"reg","10","11/16 8:35 ET","Baltimore",3,"BAL","Cleveland",8,"CLE",-11,39.5,"N","Y",2009-11-16,"8:35 PM",2009-11-16 20:35:00,"2009","3","8",16,0
"20091119_5_19",2009,"reg","11","11/19 8:20 ET","Carolina",5,"CAR","Miami",19,"MIA",-3.5,42,"Y","N",2009-11-19,"8:20 PM",2009-11-19 20:20:00,"2009","19","5",24,17
"20091122_1_18",2009,"reg","11","11/22 4:05 ET","Arizona",1,"ARI","St. Louis",18,"LAR",-9,47,"N","Y",2009-11-22,"4:05 PM",2009-11-22 16:05:00,"2009","1","18",21,13
"20091122_10_17",2009,"reg","11","11/22 4:15 ET","San Diego",17,"LAC","Denver",10,"DEN",-6,41.5,"N","Y",2009-11-22,"4:15 PM",2009-11-22 16:15:00,"2009","17","10",32,3
"20091122_12_28",2009,"reg","11","11/22 1:00 ET","Green Bay",12,"GB","San Francisco",28,"SF",-6,41.5,"Y","N",2009-11-22,"1:00 PM",2009-11-22 13:00:00,"2009","12","28",30,24
"20091122_16_27",2009,"reg","11","11/22 1:00 ET","Pittsburgh",27,"PIT","Kansas City",16,"KC",-11.5,39.5,"N","Y",2009-11-22,"1:00 PM",2009-11-22 13:00:00,"2009","16","27",27,24
"20091122_2_23",2009,"reg","11","11/22 1:00 ET","NY Giants",23,"NYG","Atlanta",2,"ATL",-7,46.5,"Y","N",2009-11-22,"1:00 PM",2009-11-22 13:00:00,"2009","23","2",34,31
"20091122_20_29",2009,"reg","11","11/22 1:00 ET","Minnesota",20,"MIN","Seattle",29,"SEA",-10.5,47,"Y","N",2009-11-22,"1:00 PM",2009-11-22 13:00:00,"2009","20","29",35,9
"20091122_21_24",2009,"reg","11","11/22 4:15 ET","New England",21,"NE","NY Jets",24,"NYJ",-11,45.5,"Y","N",2009-11-22,"4:15 PM",2009-11-22 16:15:00,"2009","21","24",31,14
"20091122_22_30",2009,"reg","11","11/22 1:00 ET","New Orleans",22,"NO","Tampa Bay",30,"TB",-10.5,51,"N","Y",2009-11-22,"1:00 PM",2009-11-22 13:00:00,"2009","22","30",38,7
"20091122_3_14",2009,"reg","11","11/22 1:00 ET","Indianapolis",14,"IND","Baltimore",3,"BAL",-1.5,44.5,"N","Y",2009-11-22,"1:00 PM",2009-11-22 13:00:00,"2009","14","3",17,15
"20091122_4_15",2009,"reg","11","11/22 1:00 ET","Jacksonville",15,"JAX","Buffalo",4,"BUF",-8.5,41,"Y","N",2009-11-22,"1:00 PM",2009-11-22 13:00:00,"2009","15","4",18,15
"20091122_6_26",2009,"reg","11","11/22 8:20 ET","Philadelphia",26,"PHI","Chicago",6,"CHI",-3.5,47,"N","Y",2009-11-22,"8:20 PM",2009-11-22 20:20:00,"2009","26","6",24,20
"20091122_7_25",2009,"reg","11","11/22 4:15 ET","Cincinnati",7,"CIN","Oakland",25,"OAK",-8.5,36,"N","Y",2009-11-22,"4:15 PM",2009-11-22 16:15:00,"2009","25","7",20,17
"20091122_8_11",2009,"reg","11","11/22 1:00 ET","Detroit",11,"DET","Cleveland",8,"CLE",-3,37.5,"Y","N",2009-11-22,"1:00 PM",2009-11-22 13:00:00,"2009","11","8",38,37
"20091122_9_32",2009,"reg","11","11/22 1:00 ET","Dallas",9,"DAL","Washington",32,"WAS",-10.5,41.5,"Y","N",2009-11-22,"1:00 PM",2009-11-22 13:00:00,"2009","9","32",7,6
"20091123_13_31",2009,"reg","11","11/23 8:35 ET","Houston",13,"HOU","Tennessee",31,"TEN",-3.5,48,"Y","N",2009-11-23,"8:35 PM",2009-11-23 20:35:00,"2009","31","13",20,17
"20091126_10_23",2009,"reg","12","11/26 8:20 ET","NY Giants",23,"NYG","Denver",10,"DEN",-4.5,43.5,"N","Y",2009-11-26,"8:20 PM",2009-11-26 20:20:00,"2009","10","23",26,6
"20091126_11_12",2009,"reg","12","11/26 12:30 ET","Green Bay",12,"GB","Detroit",11,"DET",-11.5,48.5,"N","Y",2009-11-26,"12:30 PM",2009-11-26 12:30:00,"2009","12","11",34,12
"20091126_9_25",2009,"reg","12","11/26 4:15 ET","Dallas",9,"DAL","Oakland",25,"OAK",-13.5,40.5,"Y","N",2009-11-26,"4:15 PM",2009-11-26 16:15:00,"2009","9","25",24,7
"20091129_1_31",2009,"reg","12","11/29 4:15 ET","Tennessee",31,"TEN","Arizona",1,"ARI",-3.5,44.5,"Y","N",2009-11-29,"4:15 PM",2009-11-29 16:15:00,"2009","31","1",20,17
"20091129_13_14",2009,"reg","12","11/29 1:00 ET","Indianapolis",14,"IND","Houston",13,"HOU",-3,48,"N","Y",2009-11-29,"1:00 PM",2009-11-29 13:00:00,"2009","14","13",35,27
"20091129_15_28",2009,"reg","12","11/29 4:05 ET","San Francisco",28,"SF","Jacksonville",15,"JAX",-3,42,"Y","N",2009-11-29,"4:05 PM",2009-11-29 16:05:00,"2009","28","15",20,3
"20091129_16_17",2009,"reg","12","11/29 4:05 ET","San Diego",17,"LAC","Kansas City",16,"KC",-13.5,45,"Y","N",2009-11-29,"4:05 PM",2009-11-29 16:05:00,"2009","17","16",43,14
"20091129_18_29",2009,"reg","12","11/29 1:00 ET","Seattle",29,"SEA","St. Louis",18,"LAR",-3.5,42.5,"N","Y",2009-11-29,"1:00 PM",2009-11-29 13:00:00,"2009","29","18",27,17
"20091129_2_30",2009,"reg","12","11/29 1:00 ET","Atlanta",2,"ATL","Tampa Bay",30,"TB",-12.5,46,"Y","N",2009-11-29,"1:00 PM",2009-11-29 13:00:00,"2009","2","30",20,17
"20091129_26_32",2009,"reg","12","11/29 1:00 ET","Philadelphia",26,"PHI","Washington",32,"WAS",-10,40.5,"Y","N",2009-11-29,"1:00 PM",2009-11-29 13:00:00,"2009","26","32",27,24
"20091129_3_27",2009,"reg","12","11/29 8:20 ET","Baltimore",3,"BAL","Pittsburgh",27,"PIT",-7.5,35,"Y","N",2009-11-29,"8:20 PM",2009-11-29 20:20:00,"2009","3","27",20,17
"20091129_4_19",2009,"reg","12","11/29 1:00 ET","Miami",19,"MIA","Buffalo",4,"BUF",-3.5,38.5,"N","Y",2009-11-29,"1:00 PM",2009-11-29 13:00:00,"2009","4","19",31,14
"20091129_5_24",2009,"reg","12","11/29 1:00 ET","NY Jets",24,"NYJ","Carolina",5,"CAR",-3.5,41.5,"Y","N",2009-11-29,"1:00 PM",2009-11-29 13:00:00,"2009","24","5",17,6
"20091129_6_20",2009,"reg","12","11/29 4:15 ET","Minnesota",20,"MIN","Chicago",6,"CHI",-10.5,47,"Y","N",2009-11-29,"4:15 PM",2009-11-29 16:15:00,"2009","20","6",36,10
"20091129_7_8",2009,"reg","12","11/29 1:00 ET","Cincinnati",7,"CIN","Cleveland",8,"CLE",-12.5,39.5,"Y","N",2009-11-29,"1:00 PM",2009-11-29 13:00:00,"2009","7","8",16,7
"20091130_21_22",2009,"reg","12","11/30 8:35 ET","New Orleans",22,"NO","New England",21,"NE",-2,57.5,"Y","N",2009-11-30,"8:35 PM",2009-11-30 20:35:00,"2009","22","21",38,17
"20091203_4_24",2009,"reg","13","12/3 8:20 ET","NY Jets",24,"NYJ","Buffalo",4,"BUF",-3.5,37,"N","Y",2009-12-03,"8:20 PM",2009-12-03 20:20:00,"2009","24","4",19,13
"20091206_1_20",2009,"reg","13","12/6 8:20 ET","Minnesota",20,"MIN","Arizona",1,"ARI",-3.5,48.5,"N","Y",2009-12-06,"8:20 PM",2009-12-06 20:20:00,"2009","1","20",30,17
"20091206_10_16",2009,"reg","13","12/6 1:00 ET","Denver",10,"DEN","Kansas City",16,"KC",-6,39,"N","Y",2009-12-06,"1:00 PM",2009-12-06 13:00:00,"2009","10","16",44,13
"20091206_13_15",2009,"reg","13","12/6 1:00 ET","Houston",13,"HOU","Jacksonville",15,"JAX",-1.5,47.5,"N","Y",2009-12-06,"1:00 PM",2009-12-06 13:00:00,"2009","15","13",23,18
"20091206_14_31",2009,"reg","13","12/6 1:00 ET","Indianapolis",14,"IND","Tennessee",31,"TEN",-6,47,"Y","N",2009-12-06,"1:00 PM",2009-12-06 13:00:00,"2009","14","31",27,17
"20091206_19_21",2009,"reg","13","12/6 1:00 ET","New England",21,"NE","Miami",19,"MIA",-5.5,46,"N","Y",2009-12-06,"1:00 PM",2009-12-06 13:00:00,"2009","19","21",22,21
"20091206_2_26",2009,"reg","13","12/6 1:00 ET","Philadelphia",26,"PHI","Atlanta",2,"ATL",-4.5,43.5,"N","Y",2009-12-06,"1:00 PM",2009-12-06 13:00:00,"2009","26","2",34,7
"20091206_22_32",2009,"reg","13","12/6 1:00 ET","New Orleans",22,"NO","Washington",32,"WAS",-9,47,"N","Y",2009-12-06,"1:00 PM",2009-12-06 13:00:00,"2009","22","32",33,30
"20091206_25_27",2009,"reg","13","12/6 1:00 ET","Pittsburgh",27,"PIT","Oakland",25,"OAK",-15,37,"Y","N",2009-12-06,"1:00 PM",2009-12-06 13:00:00,"2009","25","27",27,24
"20091206_28_29",2009,"reg","13","12/6 4:15 ET","San Francisco",28,"SF","Seattle",29,"SEA",-1,41.5,"N","Y",2009-12-06,"4:15 PM",2009-12-06 16:15:00,"2009","29","28",20,17
"20091206_5_30",2009,"reg","13","12/6 1:00 ET","Carolina",5,"CAR","Tampa Bay",30,"TB",-4,40,"Y","N",2009-12-06,"1:00 PM",2009-12-06 13:00:00,"2009","5","30",16,6
"20091206_6_18",2009,"reg","13","12/6 1:00 ET","Chicago",6,"CHI","St. Louis",18,"LAR",-9,41,"Y","N",2009-12-06,"1:00 PM",2009-12-06 13:00:00,"2009","6","18",17,9
