"Year","Game_Type","Week","Date_Time","Favorite","Fav_id","Fav_abv","Underdog","Dog_id","Dog_abv","Line","Total","Fav_Home","Dog_Home","DATE","TIME","DATETIME","Game_id"
2014,"reg","2","9/15 8:35 ET","Indianapolis",14,"IND","Philadelphia",26,"PHI",-3,54,"Y","N",2014-09-15,"8:35 PM",2014-09-15 20:35:00,"20140915_14_26"
2014,"reg","2","9/14 8:30 ET","San Francisco",28,"SF","Chicago",6,"CHI",-7,47.5,"Y","N",2014-09-14,"8:30 PM",2014-09-14 20:30:00,"20140914_6_28"
2014,"reg","2","9/14 4:25 ET","Green Bay",12,"GB","NY Jets",24,"NYJ",-7.5,46.5,"Y","N",2014-09-14,"4:25 PM",2014-09-14 16:25:00,"20140914_12_24"
2014,"reg","2","9/14 4:25 ET","Denver",10,"DEN","Kansas City",16,"KC",-13,49,"Y","N",2014-09-14,"4:25 PM",2014-09-14 16:25:00,"20140914_10_16"
2014,"reg","2","9/14 4:25 ET","Houston",13,"HOU","Oakland",25,"OAK",-3,41,"N","Y",2014-09-14,"4:25 PM",2014-09-14 16:25:00,"20140914_13_25"
2014,"reg","2","9/14 4:05 ET","Tampa Bay",30,"TB","St. Louis",18,"LAR",-4.5,37.5,"Y","N",2014-09-14,"4:05 PM",2014-09-14 16:05:00,"20140914_18_30"
2014,"reg","2","9/14 4:05 ET","Seattle",29,"SEA","San Diego",17,"LAC",-5,45,"N","Y",2014-09-14,"4:05 PM",2014-09-14 16:05:00,"20140914_17_29"
2014,"reg","2","9/14 1:00 ET","NY Giants",23,"NYG","Arizona",1,"ARI",-2,41.5,"Y","N",2014-09-14,"1:00 PM",2014-09-14 13:00:00,"20140914_1_23"
2014,"reg","2","9/14 1:00 ET","Carolina",5,"CAR","Detroit",11,"DET",-1.5,43.5,"Y","N",2014-09-14,"1:00 PM",2014-09-14 13:00:00,"20140914_5_11"
2014,"reg","2","9/14 1:00 ET","Washington",32,"WAS","Jacksonville",15,"JAX",-5,43,"Y","N",2014-09-14,"1:00 PM",2014-09-14 13:00:00,"20140914_15_32"
2014,"reg","2","9/14 1:00 ET","New Orleans",22,"NO","Cleveland",8,"CLE",-6,49.5,"N","Y",2014-09-14,"1:00 PM",2014-09-14 13:00:00,"20140914_8_22"
2014,"reg","2","9/14 1:00 ET","Tennessee",31,"TEN","Dallas",9,"DAL",-3.5,49.5,"Y","N",2014-09-14,"1:00 PM",2014-09-14 13:00:00,"20140914_9_31"
2014,"reg","2","9/14 1:00 ET","Buffalo",4,"BUF","Miami",19,"MIA",-1,43,"Y","N",2014-09-14,"1:00 PM",2014-09-14 13:00:00,"20140914_4_19"
2014,"reg","2","9/14 1:00 ET","New England",21,"NE","Minnesota",20,"MIN",-3,49,"N","Y",2014-09-14,"1:00 PM",2014-09-14 13:00:00,"20140914_20_21"
2014,"reg","2","9/14 1:00 ET","Cincinnati",7,"CIN","Atlanta",2,"ATL",-5.5,49,"Y","N",2014-09-14,"1:00 PM",2014-09-14 13:00:00,"20140914_2_7"
2014,"reg","2","9/11 8:25 ET","Baltimore",3,"BAL","Pittsburgh",27,"PIT",-2.5,44.5,"Y","N",2014-09-11,"8:25 PM",2014-09-11 20:25:00,"20140911_3_27"
2014,"reg","1","9/8 10:25 ET","Arizona",1,"ARI","San Diego",17,"LAC",-3,46,"Y","N",2014-09-08,"10:25 PM",2014-09-08 22:25:00,"20140908_1_17"
2014,"reg","1","9/8 7:10 ET","Detroit",11,"DET","NY Giants",23,"NYG",-6.5,46,"Y","N",2014-09-08,"7:10 PM",2014-09-08 19:10:00,"20140908_11_23"
2014,"reg","1","9/7 8:30 ET","Denver",10,"DEN","Indianapolis",14,"IND",-8.5,54,"Y","N",2014-09-07,"8:30 PM",2014-09-07 20:30:00,"20140907_10_14"
2014,"reg","1","9/7 4:25 ET","Tampa Bay",30,"TB","Carolina",5,"CAR",-4.5,38.5,"Y","N",2014-09-07,"4:25 PM",2014-09-07 16:25:00,"20140907_5_30"
2014,"reg","1","9/7 4:25 ET","San Francisco",28,"SF","Dallas",9,"DAL",-3.5,50,"N","Y",2014-09-07,"4:25 PM",2014-09-07 16:25:00,"20140907_9_28"
2014,"reg","1","9/7 1:00 ET","Chicago",6,"CHI","Buffalo",4,"BUF",-7,47.5,"Y","N",2014-09-07,"1:00 PM",2014-09-07 13:00:00,"20140907_4_6"
2014,"reg","1","9/7 1:00 ET","Houston",13,"HOU","Washington",32,"WAS",-3,44,"Y","N",2014-09-07,"1:00 PM",2014-09-07 13:00:00,"20140907_13_32"
2014,"reg","1","9/7 1:00 ET","Philadelphia",26,"PHI","Jacksonville",15,"JAX",-10,50,"Y","N",2014-09-07,"1:00 PM",2014-09-07 13:00:00,"20140907_15_26"
2014,"reg","1","9/7 1:00 ET","Baltimore",3,"BAL","Cincinnati",7,"CIN",-1,43.5,"Y","N",2014-09-07,"1:00 PM",2014-09-07 13:00:00,"20140907_3_7"
2014,"reg","1","9/7 1:00 ET","Pittsburgh",27,"PIT","Cleveland",8,"CLE",-6,41.5,"Y","N",2014-09-07,"1:00 PM",2014-09-07 13:00:00,"20140907_8_27"
2014,"reg","1","9/7 1:00 ET","New England",21,"NE","Miami",19,"MIA",-4,47.5,"N","Y",2014-09-07,"1:00 PM",2014-09-07 13:00:00,"20140907_19_21"
2014,"reg","1","9/7 1:00 ET","Kansas City",16,"KC","Tennessee",31,"TEN",-3,45,"Y","N",2014-09-07,"1:00 PM",2014-09-07 13:00:00,"20140907_16_31"
2014,"reg","1","9/7 1:00 ET","NY Jets",24,"NYJ","Oakland",25,"OAK",-6.5,41.5,"Y","N",2014-09-07,"1:00 PM",2014-09-07 13:00:00,"20140907_24_25"
2014,"reg","1","9/7 1:00 ET","St. Louis",18,"LAR","Minnesota",20,"MIN",-3,43.5,"Y","N",2014-09-07,"1:00 PM",2014-09-07 13:00:00,"20140907_18_20"
2014,"reg","1","9/7 1:00 ET","New Orleans",22,"NO","Atlanta",2,"ATL",-3,51.5,"N","Y",2014-09-07,"1:00 PM",2014-09-07 13:00:00,"20140907_2_22"
2014,"reg","1","9/4 8:35 ET","Seattle",29,"SEA","Green Bay",12,"GB",-5,47,"Y","N",2014-09-04,"8:35 PM",2014-09-04 20:35:00,"20140904_12_29"
2014,"post","SB","2/2 6:30 ET","Denver",10,"DEN","Seattle",29,"SEA",-2.5,47.5,"N","N",2014-02-02,"6:30 PM",2014-02-02 18:30:00,"20140202_10_29"
2014,"post","Conf","1/19 6:30 ET","Seattle",29,"SEA","San Francisco",28,"SF",-3.5,40.5,"Y","N",2014-01-19,"6:30 PM",2014-01-19 18:30:00,"20140119_28_29"
2014,"post","Conf","1/19 3:00 ET","Denver",10,"DEN","New England",21,"NE",-5,57,"Y","N",2014-01-19,"3:00 PM",2014-01-19 15:00:00,"20140119_10_21"
2014,"post","Div","1/12 4:40 ET","Denver",10,"DEN","San Diego",17,"LAC",-9,55,"Y","N",2014-01-12,"4:40 PM",2014-01-12 16:40:00,"20140112_10_17"
2014,"post","Div","1/12 1:05 ET","San Francisco",28,"SF","Carolina",5,"CAR",-2,41.5,"N","Y",2014-01-12,"1:05 PM",2014-01-12 13:05:00,"20140112_5_28"
2014,"post","Div","1/11 8:15 ET","New England",21,"NE","Indianapolis",14,"IND",-7,51,"Y","N",2014-01-11,"8:15 PM",2014-01-11 20:15:00,"20140111_14_21"
2014,"post","Div","1/11 4:35 ET","Seattle",29,"SEA","New Orleans",22,"NO",-9,44,"Y","N",2014-01-11,"4:35 PM",2014-01-11 16:35:00,"20140111_22_29"
2014,"post","WC","1/5 4:40 ET","San Francisco",28,"SF","Green Bay",12,"GB",-3,46.5,"N","Y",2014-01-05,"4:40 PM",2014-01-05 16:40:00,"20140105_12_28"
2014,"post","WC","1/5 1:05 ET","Cincinnati",7,"CIN","San Diego",17,"LAC",-6.5,48,"Y","N",2014-01-05,"1:05 PM",2014-01-05 13:05:00,"20140105_7_17"
2014,"post","WC","1/4 8:10 ET","Philadelphia",26,"PHI","New Orleans",22,"NO",-3,55,"Y","N",2014-01-04,"8:10 PM",2014-01-04 20:10:00,"20140104_22_26"
2014,"post","WC","1/4 4:35 ET","Kansas City",16,"KC","Indianapolis",14,"IND",-1.5,48,"N","Y",2014-01-04,"4:35 PM",2014-01-04 16:35:00,"20140104_14_16"
2013,"reg","17","12/29 8:30 ET","Philadelphia",26,"PHI","Dallas",9,"DAL",-7,54.5,"N","Y",2013-12-29,"8:30 PM",2013-12-29 20:30:00,"20131229_9_26"
2013,"reg","17","12/29 4:25 ET","New Orleans",22,"NO","Tampa Bay",30,"TB",-10.5,46.5,"Y","N",2013-12-29,"4:25 PM",2013-12-29 16:25:00,"20131229_22_30"
2013,"reg","17","12/29 4:25 ET","Arizona",1,"ARI","San Francisco",28,"SF",-3,41,"Y","N",2013-12-29,"4:25 PM",2013-12-29 16:25:00,"20131229_1_28"
2013,"reg","17","12/29 4:25 ET","New England",21,"NE","Buffalo",4,"BUF",-7.5,46.5,"Y","N",2013-12-29,"4:25 PM",2013-12-29 16:25:00,"20131229_4_21"
2013,"reg","17","12/29 4:25 ET","Green Bay",12,"GB","Chicago",6,"CHI",-3,51.5,"N","Y",2013-12-29,"4:25 PM",2013-12-29 16:25:00,"20131229_6_12"
2013,"reg","17","12/29 4:25 ET","Seattle",29,"SEA","St. Louis",18,"LAR",-12,41,"Y","N",2013-12-29,"4:25 PM",2013-12-29 16:25:00,"20131229_18_29"
2013,"reg","17","12/29 4:25 ET","San Diego",17,"LAC","Kansas City",16,"KC",-14.5,46,"Y","N",2013-12-29,"4:25 PM",2013-12-29 16:25:00,"20131229_16_17"
2013,"reg","17","12/29 4:25 ET","Denver",10,"DEN","Oakland",25,"OAK",-10,54,"N","Y",2013-12-29,"4:25 PM",2013-12-29 16:25:00,"20131229_10_25"
2013,"reg","17","12/29 1:00 ET","NY Giants",23,"NYG","Washington",32,"WAS",-3.5,44.5,"Y","N",2013-12-29,"1:00 PM",2013-12-29 13:00:00,"20131229_23_32"
2013,"reg","17","12/29 1:00 ET","Cincinnati",7,"CIN","Baltimore",3,"BAL",-6.5,43,"Y","N",2013-12-29,"1:00 PM",2013-12-29 13:00:00,"20131229_3_7"
2013,"reg","17","12/29 1:00 ET","Indianapolis",14,"IND","Jacksonville",15,"JAX",-11,45,"Y","N",2013-12-29,"1:00 PM",2013-12-29 13:00:00,"20131229_14_15"
2013,"reg","17","12/29 1:00 ET","Tennessee",31,"TEN","Houston",13,"HOU",-7,44.5,"Y","N",2013-12-29,"1:00 PM",2013-12-29 13:00:00,"20131229_13_31"
2013,"reg","17","12/29 1:00 ET","Pittsburgh",27,"PIT","Cleveland",8,"CLE",-9,44.5,"Y","N",2013-12-29,"1:00 PM",2013-12-29 13:00:00,"20131229_8_27"
2013,"reg","17","12/29 1:00 ET","Miami",19,"MIA","NY Jets",24,"NYJ",-7,41,"Y","N",2013-12-29,"1:00 PM",2013-12-29 13:00:00,"20131229_19_24"
2013,"reg","17","12/29 1:00 ET","Detroit",11,"DET","Minnesota",20,"MIN",-2,50,"N","Y",2013-12-29,"1:00 PM",2013-12-29 13:00:00,"20131229_11_20"
2013,"reg","17","12/29 1:00 ET","Carolina",5,"CAR","Atlanta",2,"ATL",-6,46,"N","Y",2013-12-29,"1:00 PM",2013-12-29 13:00:00,"20131229_2_5"
2013,"reg","16","12/23 8:40 ET","San Francisco",28,"SF","Atlanta",2,"ATL",-14.5,46.5,"Y","N",2013-12-23,"8:40 PM",2013-12-23 20:40:00,"20131223_2_28"
2013,"reg","16","12/22 8:30 ET","Philadelphia",26,"PHI","Chicago",6,"CHI",-3,54,"Y","N",2013-12-22,"8:30 PM",2013-12-22 20:30:00,"20131222_6_26"
2013,"reg","16","12/22 4:25 ET","Pittsburgh",27,"PIT","Green Bay",12,"GB",-1,44,"N","Y",2013-12-22,"4:25 PM",2013-12-22 16:25:00,"20131222_12_27"
2013,"reg","16","12/22 4:25 ET","New England",21,"NE","Baltimore",3,"BAL",-1,45.5,"N","Y",2013-12-22,"4:25 PM",2013-12-22 16:25:00,"20131222_3_21"
2013,"reg","16","12/22 4:25 ET","San Diego",17,"LAC","Oakland",25,"OAK",-10,50.5,"Y","N",2013-12-22,"4:25 PM",2013-12-22 16:25:00,"20131222_17_25"
2013,"reg","16","12/22 4:05 ET","Seattle",29,"SEA","Arizona",1,"ARI",-9,43,"Y","N",2013-12-22,"4:05 PM",2013-12-22 16:05:00,"20131222_1_29"
2013,"reg","16","12/22 4:05 ET","Detroit",11,"DET","NY Giants",23,"NYG",-9,47.5,"Y","N",2013-12-22,"4:05 PM",2013-12-22 16:05:00,"20131222_11_23"
2013,"reg","16","12/22 1:00 ET","Carolina",5,"CAR","New Orleans",22,"NO",-3,44.5,"Y","N",2013-12-22,"1:00 PM",2013-12-22 13:00:00,"20131222_5_22"
2013,"reg","16","12/22 1:00 ET","St. Louis",18,"LAR","Tampa Bay",30,"TB",-3.5,43,"Y","N",2013-12-22,"1:00 PM",2013-12-22 13:00:00,"20131222_18_30"
2013,"reg","16","12/22 1:00 ET","Dallas",9,"DAL","Washington",32,"WAS",-3,52,"N","Y",2013-12-22,"1:00 PM",2013-12-22 13:00:00,"20131222_9_32"
2013,"reg","16","12/22 1:00 ET","Tennessee",31,"TEN","Jacksonville",15,"JAX",-4.5,44,"N","Y",2013-12-22,"1:00 PM",2013-12-22 13:00:00,"20131222_15_31"
2013,"reg","16","12/22 1:00 ET","Denver",10,"DEN","Houston",13,"HOU",-10,54,"N","Y",2013-12-22,"1:00 PM",2013-12-22 13:00:00,"20131222_10_13"
2013,"reg","16","12/22 1:00 ET","NY Jets",24,"NYJ","Cleveland",8,"CLE",-2,41.5,"Y","N",2013-12-22,"1:00 PM",2013-12-22 13:00:00,"20131222_8_24"
2013,"reg","16","12/22 1:00 ET","Buffalo",4,"BUF","Miami",19,"MIA",-1,42,"Y","N",2013-12-22,"1:00 PM",2013-12-22 13:00:00,"20131222_4_19"
2013,"reg","16","12/22 1:00 ET","Cincinnati",7,"CIN","Minnesota",20,"MIN",-7.5,48,"Y","N",2013-12-22,"1:00 PM",2013-12-22 13:00:00,"20131222_7_20"
2013,"reg","16","12/22 1:00 ET","Kansas City",16,"KC","Indianapolis",14,"IND",-7.5,47,"Y","N",2013-12-22,"1:00 PM",2013-12-22 13:00:00,"20131222_14_16"
2013,"reg","15","12/16 8:40 ET","Detroit",11,"DET","Baltimore",3,"BAL",-5,49.5,"Y","N",2013-12-16,"8:40 PM",2013-12-16 20:40:00,"20131216_3_11"
2013,"reg","15","12/15 8:30 ET","Cincinnati",7,"CIN","Pittsburgh",27,"PIT",-2,44.5,"N","Y",2013-12-15,"8:30 PM",2013-12-15 20:30:00,"20131215_7_27"
2013,"reg","15","12/15 4:25 ET","Dallas",9,"DAL","Green Bay",12,"GB",-5.5,50,"Y","N",2013-12-15,"4:25 PM",2013-12-15 16:25:00,"20131215_9_12"
2013,"reg","15","12/15 4:25 ET","New Orleans",22,"NO","St. Louis",18,"LAR",-7,48,"N","Y",2013-12-15,"4:25 PM",2013-12-15 16:25:00,"20131215_18_22"
2013,"reg","15","12/15 4:25 ET","Arizona",1,"ARI","Tennessee",31,"TEN",-3,43,"N","Y",2013-12-15,"4:25 PM",2013-12-15 16:25:00,"20131215_1_31"
2013,"reg","15","12/15 4:05 ET","Carolina",5,"CAR","NY Jets",24,"NYJ",-10,40.5,"Y","N",2013-12-15,"4:05 PM",2013-12-15 16:05:00,"20131215_5_24"
2013,"reg","15","12/15 4:05 ET","Kansas City",16,"KC","Oakland",25,"OAK",-6.5,44.5,"N","Y",2013-12-15,"4:05 PM",2013-12-15 16:05:00,"20131215_16_25"
2013,"reg","15","12/15 1:00 ET","San Francisco",28,"SF","Tampa Bay",30,"TB",-5,41,"N","Y",2013-12-15,"1:00 PM",2013-12-15 13:00:00,"20131215_28_30"
2013,"reg","15","12/15 1:00 ET","Atlanta",2,"ATL","Washington",32,"WAS",-5.5,49.5,"Y","N",2013-12-15,"1:00 PM",2013-12-15 13:00:00,"20131215_2_32"
2013,"reg","15","12/15 1:00 ET","Buffalo",4,"BUF","Jacksonville",15,"JAX",-4,43.5,"N","Y",2013-12-15,"1:00 PM",2013-12-15 13:00:00,"20131215_4_15"
2013,"reg","15","12/15 1:00 ET","Indianapolis",14,"IND","Houston",13,"HOU",-6,47,"Y","N",2013-12-15,"1:00 PM",2013-12-15 13:00:00,"20131215_13_14"
2013,"reg","15","12/15 1:00 ET","Chicago",6,"CHI","Cleveland",8,"CLE",-1,44,"N","Y",2013-12-15,"1:00 PM",2013-12-15 13:00:00,"20131215_6_8"
2013,"reg","15","12/15 1:00 ET","Miami",19,"MIA","New England",21,"NE",-2.5,47,"Y","N",2013-12-15,"1:00 PM",2013-12-15 13:00:00,"20131215_19_21"
2013,"reg","15","12/15 1:00 ET","Philadelphia",26,"PHI","Minnesota",20,"MIN",-6.5,53,"N","Y",2013-12-15,"1:00 PM",2013-12-15 13:00:00,"20131215_20_26"
2013,"reg","15","12/15 1:00 ET","Seattle",29,"SEA","NY Giants",23,"NYG",-9,43,"N","Y",2013-12-15,"1:00 PM",2013-12-15 13:00:00,"20131215_23_29"
2013,"reg","15","12/12 8:25 ET","Denver",10,"DEN","San Diego",17,"LAC",-10,57.5,"Y","N",2013-12-12,"8:25 PM",2013-12-12 20:25:00,"20131212_10_17"
2013,"reg","14","12/9 8:40 ET","Chicago",6,"CHI","Dallas",9,"DAL",-1.5,49,"Y","N",2013-12-09,"8:40 PM",2013-12-09 20:40:00,"20131209_6_9"
2013,"reg","14","12/8 8:30 ET","New Orleans",22,"NO","Carolina",5,"CAR",-3,47.5,"Y","N",2013-12-08,"8:30 PM",2013-12-08 20:30:00,"20131208_5_22"
2013,"reg","14","12/8 4:25 ET","San Francisco",28,"SF","Seattle",29,"SEA",-2.5,41.5,"Y","N",2013-12-08,"4:25 PM",2013-12-08 16:25:00,"20131208_28_29"
2013,"reg","14","12/8 4:25 ET","Arizona",1,"ARI","St. Louis",18,"LAR",-4.5,41,"Y","N",2013-12-08,"4:25 PM",2013-12-08 16:25:00,"20131208_1_18"
2013,"reg","14","12/8 4:25 ET","San Diego",17,"LAC","NY Giants",23,"NYG",-4.5,47,"Y","N",2013-12-08,"4:25 PM",2013-12-08 16:25:00,"20131208_17_23"
2013,"reg","14","12/8 4:05 ET","Denver",10,"DEN","Tennessee",31,"TEN",-12.5,50,"Y","N",2013-12-08,"4:05 PM",2013-12-08 16:05:00,"20131208_10_31"
2013,"reg","14","12/8 1:00 ET","Philadelphia",26,"PHI","Detroit",11,"DET",-2.5,51,"Y","N",2013-12-08,"1:00 PM",2013-12-08 13:00:00,"20131208_11_26"
2013,"reg","14","12/8 1:00 ET","Tampa Bay",30,"TB","Buffalo",4,"BUF",-3,43,"Y","N",2013-12-08,"1:00 PM",2013-12-08 13:00:00,"20131208_4_30"
2013,"reg","14","12/8 1:00 ET","Kansas City",16,"KC","Washington",32,"WAS",-3.5,44,"N","Y",2013-12-08,"1:00 PM",2013-12-08 13:00:00,"20131208_16_32"
2013,"reg","14","12/8 1:00 ET","New England",21,"NE","Cleveland",8,"CLE",-10,47.5,"Y","N",2013-12-08,"1:00 PM",2013-12-08 13:00:00,"20131208_8_21"
2013,"reg","14","12/8 1:00 ET","Pittsburgh",27,"PIT","Miami",19,"MIA",-3,40.5,"Y","N",2013-12-08,"1:00 PM",2013-12-08 13:00:00,"20131208_19_27"
2013,"reg","14","12/8 1:00 ET","NY Jets",24,"NYJ","Oakland",25,"OAK",-3,39,"Y","N",2013-12-08,"1:00 PM",2013-12-08 13:00:00,"20131208_24_25"
2013,"reg","14","12/8 1:00 ET","Baltimore",3,"BAL","Minnesota",20,"MIN",-6,41.5,"Y","N",2013-12-08,"1:00 PM",2013-12-08 13:00:00,"20131208_3_20"
2013,"reg","14","12/8 1:00 ET","Cincinnati",7,"CIN","Indianapolis",14,"IND",-7,43.5,"Y","N",2013-12-08,"1:00 PM",2013-12-08 13:00:00,"20131208_7_14"
2013,"reg","14","12/8 1:00 ET","Green Bay",12,"GB","Atlanta",2,"ATL",-3.5,47,"Y","N",2013-12-08,"1:00 PM",2013-12-08 13:00:00,"20131208_2_12"
2013,"reg","14","12/5 8:25 ET","Houston",13,"HOU","Jacksonville",15,"JAX",-3,43.5,"N","Y",2013-12-05,"8:25 PM",2013-12-05 20:25:00,"20131205_13_15"
2013,"reg","13","12/2 8:40 ET","Seattle",29,"SEA","New Orleans",22,"NO",-6.5,48.5,"Y","N",2013-12-02,"8:40 PM",2013-12-02 20:40:00,"20131202_22_29"
2013,"reg","13","12/1 8:30 ET","Washington",32,"WAS","NY Giants",23,"NYG",-1,45,"Y","N",2013-12-01,"8:30 PM",2013-12-01 20:30:00,"20131201_23_32"
2013,"reg","13","12/1 4:25 ET","Cincinnati",7,"CIN","San Diego",17,"LAC",-1.5,48.5,"N","Y",2013-12-01,"4:25 PM",2013-12-01 16:25:00,"20131201_7_17"
2013,"reg","13","12/1 4:25 ET","Denver",10,"DEN","Kansas City",16,"KC",-5.5,50,"N","Y",2013-12-01,"4:25 PM",2013-12-01 16:25:00,"20131201_10_16"
2013,"reg","13","12/1 4:05 ET","San Francisco",28,"SF","St. Louis",18,"LAR",-7.5,40.5,"Y","N",2013-12-01,"4:05 PM",2013-12-01 16:05:00,"20131201_18_28"
2013,"reg","13","12/1 4:05 ET","Buffalo",4,"BUF","Atlanta",2,"ATL",-4.5,48,"Y","N",2013-12-01,"4:05 PM",2013-12-01 16:05:00,"20131201_2_4"
2013,"reg","13","12/1 1:00 ET","Philadelphia",26,"PHI","Arizona",1,"ARI",-3.5,48.5,"Y","N",2013-12-01,"1:00 PM",2013-12-01 13:00:00,"20131201_1_26"
2013,"reg","13","12/1 1:00 ET","Carolina",5,"CAR","Tampa Bay",30,"TB",-7,41,"Y","N",2013-12-01,"1:00 PM",2013-12-01 13:00:00,"20131201_5_30"
2013,"reg","13","12/1 1:00 ET","Minnesota",20,"MIN","Chicago",6,"CHI",-1,50,"Y","N",2013-12-01,"1:00 PM",2013-12-01 13:00:00,"20131201_6_20"
2013,"reg","13","12/1 1:00 ET","Cleveland",8,"CLE","Jacksonville",15,"JAX",-7,39.5,"Y","N",2013-12-01,"1:00 PM",2013-12-01 13:00:00,"20131201_8_15"
2013,"reg","13","12/1 1:00 ET","New England",21,"NE","Houston",13,"HOU",-7,49,"N","Y",2013-12-01,"1:00 PM",2013-12-01 13:00:00,"20131201_13_21"
2013,"reg","13","12/1 1:00 ET","NY Jets",24,"NYJ","Miami",19,"MIA",0,40,"Y","N",2013-12-01,"1:00 PM",2013-12-01 13:00:00,"20131201_19_24"
2013,"reg","13","12/1 1:00 ET","Indianapolis",14,"IND","Tennessee",31,"TEN",-3.5,46.5,"Y","N",2013-12-01,"1:00 PM",2013-12-01 13:00:00,"20131201_14_31"
2013,"reg","13","11/28 8:30 ET","Baltimore",3,"BAL","Pittsburgh",27,"PIT",-3,40.5,"Y","N",2013-11-28,"8:30 PM",2013-11-28 20:30:00,"20131128_3_27"
2013,"reg","13","11/28 4:30 ET","Dallas",9,"DAL","Oakland",25,"OAK",-9,49.5,"Y","N",2013-11-28,"4:30 PM",2013-11-28 16:30:00,"20131128_9_25"
2013,"reg","13","11/28 12:30 ET","Detroit",11,"DET","Green Bay",12,"GB",-6.5,49,"Y","N",2013-11-28,"12:30 PM",2013-11-28 12:30:00,"20131128_11_12"
2013,"reg","12","11/25 8:40 ET","San Francisco",28,"SF","Washington",32,"WAS",-5.5,45.5,"N","Y",2013-11-25,"8:40 PM",2013-11-25 20:40:00,"20131125_28_32"
2013,"reg","12","11/24 8:30 ET","Denver",10,"DEN","New England",21,"NE",-1,54,"N","Y",2013-11-24,"8:30 PM",2013-11-24 20:30:00,"20131124_10_21"
2013,"reg","12","11/24 4:25 ET","NY Giants",23,"NYG","Dallas",9,"DAL",-2.5,45,"Y","N",2013-11-24,"4:25 PM",2013-11-24 16:25:00,"20131124_9_23"
2013,"reg","12","11/24 4:05 ET","Tennessee",31,"TEN","Oakland",25,"OAK",-2.5,42,"N","Y",2013-11-24,"4:05 PM",2013-11-24 16:05:00,"20131124_25_31"
2013,"reg","12","11/24 4:05 ET","Arizona",1,"ARI","Indianapolis",14,"IND",-3,45,"Y","N",2013-11-24,"4:05 PM",2013-11-24 16:05:00,"20131124_1_14"
2013,"reg","12","11/24 1:00 ET","Detroit",11,"DET","Tampa Bay",30,"TB",-7,49,"Y","N",2013-11-24,"1:00 PM",2013-11-24 13:00:00,"20131124_11_30"
2013,"reg","12","11/24 1:00 ET","St. Louis",18,"LAR","Chicago",6,"CHI",-2,46,"Y","N",2013-11-24,"1:00 PM",2013-11-24 13:00:00,"20131124_6_18"
2013,"reg","12","11/24 1:00 ET","Kansas City",16,"KC","San Diego",17,"LAC",-3.5,43.5,"Y","N",2013-11-24,"1:00 PM",2013-11-24 13:00:00,"20131124_16_17"
2013,"reg","12","11/24 1:00 ET","Houston",13,"HOU","Jacksonville",15,"JAX",-10.5,43.5,"Y","N",2013-11-24,"1:00 PM",2013-11-24 13:00:00,"20131124_13_15"
2013,"reg","12","11/24 1:00 ET","Baltimore",3,"BAL","NY Jets",24,"NYJ",-4,38.5,"Y","N",2013-11-24,"1:00 PM",2013-11-24 13:00:00,"20131124_3_24"
2013,"reg","12","11/24 1:00 ET","Carolina",5,"CAR","Miami",19,"MIA",-5,40.5,"N","Y",2013-11-24,"1:00 PM",2013-11-24 13:00:00,"20131124_5_19"
2013,"reg","12","11/24 1:00 ET","Cleveland",8,"CLE","Pittsburgh",27,"PIT",-2.5,40,"Y","N",2013-11-24,"1:00 PM",2013-11-24 13:00:00,"20131124_8_27"
2013,"reg","12","11/24 1:00 ET","Green Bay",12,"GB","Minnesota",20,"MIN",-6,44,"Y","N",2013-11-24,"1:00 PM",2013-11-24 13:00:00,"20131124_12_20"
2013,"reg","12","11/21 8:25 ET","New Orleans",22,"NO","Atlanta",2,"ATL",-8,53,"N","Y",2013-11-21,"8:25 PM",2013-11-21 20:25:00,"20131121_2_22"
2013,"reg","11","11/18 8:40 ET","Carolina",5,"CAR","New England",21,"NE",-3,46.5,"Y","N",2013-11-18,"8:40 PM",2013-11-18 20:40:00,"20131118_5_21"
2013,"reg","11","11/17 8:30 ET","Denver",10,"DEN","Kansas City",16,"KC",-7.5,49,"Y","N",2013-11-17,"8:30 PM",2013-11-17 20:30:00,"20131117_10_16"
2013,"reg","11","11/17 4:25 ET","NY Giants",23,"NYG","Green Bay",12,"GB",-3.5,41.5,"Y","N",2013-11-17,"4:25 PM",2013-11-17 16:25:00,"20131117_12_23"
2013,"reg","11","11/17 4:25 ET","New Orleans",22,"NO","San Francisco",28,"SF",-3,50,"Y","N",2013-11-17,"4:25 PM",2013-11-17 16:25:00,"20131117_22_28"
2013,"reg","11","11/17 4:25 ET","Seattle",29,"SEA","Minnesota",20,"MIN",-13,45.5,"Y","N",2013-11-17,"4:25 PM",2013-11-17 16:25:00,"20131117_20_29"
2013,"reg","11","11/17 4:05 ET","San Diego",17,"LAC","Miami",19,"MIA",-2.5,45,"N","Y",2013-11-17,"4:05 PM",2013-11-17 16:05:00,"20131117_17_19"
2013,"reg","11","11/17 1:00 ET","NY Jets",24,"NYJ","Buffalo",4,"BUF",-2,39,"N","Y",2013-11-17,"1:00 PM",2013-11-17 13:00:00,"20131117_4_24"
2013,"reg","11","11/17 1:00 ET","Philadelphia",26,"PHI","Washington",32,"WAS",-4.5,55,"Y","N",2013-11-17,"1:00 PM",2013-11-17 13:00:00,"20131117_26_32"
